document,year,state,date,title
de6134301_t_2files_merged.pdf,2013,Bavaria,NA,NA
de6135301_t_2files_merged.pdf,2010,Bavaria,NA,NA
de6137302_t_ge_ffin_nfin.pdf,2009,Bavaria,NA,NA
de6138372_t_2files_merged.pdf,2012,Bavaria,NA,NA
de6141301_t_ge_ffin_nfin.pdf,2010,Bavaria,NA,NA
de6221401_t_ge_nfin_ffin.pdf,2016,Bavaria,NA,NA
de6223301_t_ge_nfin_ffin.pdf,2006,Bavaria,NA,NA
de6225303_t_ge_nfin_ffin.pdf,2004,Bavaria,NA,NA
de6226471_t_2files_merged.pdf,2019,Bavaria,NA,NA
de6227371_t_2files_merged.pdf,2015,Bavaria,NA,NA
de6227372_t_2files_merged.pdf,2009,Bavaria,NA,NA
de6231371_t_2files_merged.pdf,2011,Bavaria,NA,NA
de6232301_t_2files_merged.pdf,2009,Bavaria,NA,NA
de6232303_t_2files_merged.pdf,2012,Bavaria,NA,NA
de6232371_t_2files_merged.pdf,2010,Bavaria,NA,NA
de6233303_t_2files_merged.pdf,2012,Bavaria,NA,NA
de6233371_t_2files_merged.pdf,2016,Bavaria,NA,NA
de6233372_t_2files_merged.pdf,2016,Bavaria,NA,NA
de6233471_t_2files_merged.pdf,2016,Bavaria,NA,NA
de6234301_t_2files_merged.pdf,2013,Bavaria,NA,NA
de6235301_t_2files_merged.pdf,2007,Bavaria,NA,NA
de6238301_t_ge_nfin_ffin.pdf,2020,Bavaria,NA,NA
de6240301_t_ge_nfin_ffin.pdf,2006,Bavaria,NA,NA
de6240302_t_ge_ffin_nfin.pdf,2011,Bavaria,NA,NA
de6320371_t_2files_merged.pdf,2018,Bavaria,NA,NA
de6321371_t_2files_merged.pdf,2019,Bavaria,NA,NA
de6322371_t_2files_merged.pdf,2017,Bavaria,NA,NA
de6325371_t_2files_merged.pdf,2019,Bavaria,NA,NA
de6326371_t_2files_merged.pdf,2013,Bavaria,NA,NA
de6327302_t_2files_merged.pdf,2011,Bavaria,NA,NA
de6327371_t_2files_merged.pdf,2016,Bavaria,NA,NA
de6327471_t_2files_merged.pdf,2016,Bavaria,NA,NA
de6330371_t_2files_merged.pdf,2009,Bavaria,NA,NA
de6331371_t_2files_merged.pdf,2010,Bavaria,NA,NA
de6331471_t_2files_merged.pdf,2015,Bavaria,NA,NA
de6331472_t_2files_merged.pdf,2013,Bavaria,NA,NA
de6332301_t_2files_merged.pdf,2010,Bavaria,NA,NA
de6332302_t_ge_nfin_ffin.pdf,2011,Bavaria,NA,NA
de6332371_t_ge_nfin_ffin.pdf,2013,Bavaria,NA,NA
de6332372_t_2files_merged.pdf,2010,Bavaria,NA,NA
de6332471_t_2files_merged.pdf,2016,Bavaria,NA,NA
de6333372_t_2files_merged.pdf,2010,Bavaria,NA,NA
de6334371_t_2files_merged.pdf,2016,Bavaria,NA,NA
de6335302_t_ge_ffin_nfin.pdf,2020,Bavaria,NA,NA
de6335306_t_2files_merged.pdf,2012,Bavaria,NA,NA
de6335372_t_2files_merged.pdf,2011,Bavaria,NA,NA
de6335373_t_2files_merged.pdf,2007,Bavaria,NA,NA
de6338301_t_ge_nfin_ffin.pdf,2013,Bavaria,NA,NA
de6338401_t_2files_merged.pdf,2015,Bavaria,NA,NA
de6340301_t_ge_ffin_nfin.pdf,2010,Bavaria,NA,NA
de6341301_t_ge_ffin_nfin.pdf,2019,Bavaria,NA,NA
de6425371_t_2files_merged.pdf,2019,Bavaria,NA,NA
de6425372_t_2files_merged.pdf,2019,Bavaria,NA,NA
de6427371_t_2files_merged.pdf,2011,Bavaria,NA,NA
de6428301_t_ge_nfin_ffin.pdf,2002,Bavaria,NA,NA
de6428302_t_2files_merged.pdf,2011,Bavaria,NA,NA
de6428371_t_ge_nfin_ffin.pdf,2006,Bavaria,NA,NA
de6430371_t_ge_nfin_ffin.pdf,2008,Bavaria,NA,NA
de6432-301_t2files_merged.pdf,2011,Bavaria,NA,NA
de6432371_t_ge_nfin_ffin.pdf,2009,Bavaria,NA,NA
de6434301_t_2files_merged.pdf,2012,Bavaria,NA,NA
de6434302_t_ge_nfin_ffin.pdf,2011,Bavaria,NA,NA
de6434371_t_2files_merged.pdf,2010,Bavaria,NA,NA
de6435372_t_2files_merged.pdf,2007,Bavaria,NA,NA
de6436371_t_2files_merged.pdf,2007,Bavaria,NA,NA
de6438301_t_ge_nfin_ffin.pdf,2010,Bavaria,NA,NA
de6439371_t_2files_merged.pdf,2011,Bavaria,NA,NA
de6441301_t_ge_ffin_nfin.pdf,2016,Bavaria,NA,NA
de6441302_t_ge_ffin_nfin.pdf,2009,Bavaria,NA,NA
de6527371_t_2files_merged.pdf,2010,Bavaria,NA,NA
de6527372_t_2files_merged.pdf,2010,Bavaria,NA,NA
de6528371_t_2files_merged.pdf,2010,Bavaria,NA,NA
de6530371_t_ge_nfin_ffin.pdf,2008,Bavaria,NA,NA
de6531301_t_2files_merged.pdf,2010,Bavaria,NA,NA
de6531371_t_ge_nfin_ffin.pdf,2007,Bavaria,NA,NA
de6532371_t_2files_merged.pdf,2012,Bavaria,NA,NA
de6532372_t_ge_nfin_ffin.pdf,2009,Bavaria,NA,NA
de6533371_t_2files_merged.pdf,2013,Bavaria,NA,NA
de6533471_t_2files_merged.pdf,2012,Bavaria,NA,NA
de6534371_t_ge_nfin_ffin.pdf,2009,Bavaria,NA,NA
de6535371_t_ge_ffin_nfin.pdf,2013,Bavaria,NA,NA
de6537372_t_ge_nfin_ffin.pdf,2010,Bavaria,NA,NA
de6538371_t_ge_nfin_ffin.pdf,2009,Bavaria,NA,NA
de6540371_t_2files_merged.pdf,2016,Bavaria,NA,NA
de6627301_t_2files_merged.pdf,2008,Bavaria,NA,NA
de6627371_t_ge_nfin_ffin.pdf,2013,Bavaria,NA,NA
de6627471_t_ge_nfin_ffin.pdf,2013,Bavaria,NA,NA
de6628371_t_ge_nfin_ffin.pdf,2009,Bavaria,NA,NA
de6628372_t_2files_merged.pdf,2011,Bavaria,NA,NA
de6628373_t_ge_nfin_ffin.pdf,2011,Bavaria,NA,NA
de6629301_t_ge_nfin_ffin.pdf,2015,Bavaria,NA,NA
de6629302_t_ge_nfin_ffin.pdf,2004,Bavaria,NA,NA
de6629371_t_2files_merged.pdf,2011,Bavaria,NA,NA
de6630301_t_ge_nfin_ffin.pdf,2006,Bavaria,NA,NA
de6632371_t_2files_merged.pdf,2012,Bavaria,NA,NA
de6632372_t_ge_nfin_ffin.pdf,2008,Bavaria,NA,NA
de6633371_t_2files_merged.pdf,2013,Bavaria,NA,NA
de6633372_t_2files_merged.pdf,2010,Bavaria,NA,NA
de6636301_t_2files_merged.pdf,2018,Bavaria,NA,NA
de6636371_t_2files_merged.pdf,2018,Bavaria,NA,NA
de6637301_t_2files_merged.pdf,2006,Bavaria,NA,NA
de6639371_t_2files_merged.pdf,2018,Bavaria,NA,NA
de6639372_t_2files_merged.pdf,2019,Bavaria,NA,NA
de6640301_t_2files_merged.pdf,2018,Bavaria,NA,NA
de6640371_t_ge_ffin_nfin.pdf,2011,Bavaria,NA,NA
de6642302_t_ge_nfin_ffin.pdf,2017,Bavaria,NA,NA
de6642371_t_ge_ffin_nfin.pdf,2008,Bavaria,NA,NA
de6727371_t_2files_merged.pdf,2010,Bavaria,NA,NA
de6728471_t_2files_merged.pdf,2014,Bavaria,NA,NA
de6733371_t_ge_nfin_ffin.pdf,2010,Bavaria,NA,NA
de6733372_t_2files_merged.pdf,2010,Bavaria,NA,NA
de6734371_t_2files_merged.pdf,2007,Bavaria,NA,NA
de6735371_t_ge_ffin_nfin.pdf,2014,Bavaria,NA,NA
de6736301_t_ge_nfin_ffin.pdf,2018,Bavaria,NA,NA
de6738371_t_ge_ffin_nfin.pdf,2010,Bavaria,NA,NA
de6739301_t_ge_ffin_nfin.pdf,2010,Bavaria,NA,NA
de6740301_t_ge_ffin_nfin.pdf,2013,Bavaria,NA,NA
de6740302_t_ge_ffin_nfin.pdf,2013,Bavaria,NA,NA
de6743301_t_ge_ffin_nfin.pdf,2012,Bavaria,NA,NA
de6829371_t_2files_merged.pdf,2006,Bavaria,NA,NA
de6830371_t_2files_merged.pdf,2014,Bavaria,NA,NA
de6830372_t_ge_nfin_ffin.pdf,2008,Bavaria,NA,NA
de6832371_t_2files_merged.pdf,2009,Bavaria,NA,NA
de6832372_t_ge_nfin_ffin.pdf,2009,Bavaria,NA,NA
de6832471_t_2files_merged.pdf,2019,Bavaria,NA,NA
de6833302_t_2files_merged.pdf,2011,Bavaria,NA,NA
de6833371_t_2files_merged.pdf,2011,Bavaria,NA,NA
de6833372_t_2files_merged.pdf,2013,Bavaria,NA,NA
de6834301_t_ge_ffin_nfin.pdf,2016,Bavaria,NA,NA
de6840301_t_ge_ffin_nfin.pdf,2013,Bavaria,NA,NA
de6841371_t_2files_merged.pdf,2016,Bavaria,NA,NA
de6841372_t_2files_merged.pdf,2018,Bavaria,NA,NA
de6842301_t_2files_merged.pdf,2009,Bavaria,NA,NA
de6842371_t_2files_merged.pdf,2007,Bavaria,NA,NA
de6843302_t_2files_merged.pdf,2008,Bavaria,NA,NA
de6843371_t_ge_ffin_nfin.pdf,2020,Bavaria,NA,NA
de6844301_t_2files_merged.pdf,2006,Bavaria,NA,NA
de6844371_t_ge_ffin_nfin.pdf,2010,Bavaria,NA,NA
de6844373_t_2files_merged.pdf,2012,Bavaria,NA,NA
de6844471_t_2files_merged.pdf,2012,Bavaria,NA,NA
de6929371_t_2files_merged.pdf,2014,Bavaria,NA,NA
de6931371_t_2files_merged.pdf,2007,Bavaria,NA,NA
de6932301_t_2files_merged.pdf,2015,Bavaria,NA,NA
de6932371_t_2files_merged.pdf,2011,Bavaria,NA,NA
de6937301_t_ge_ffin_nfin.pdf,2018,Bavaria,NA,NA
de6937371_t_ge_nfin_ffin.pdf,2020,Bavaria,NA,NA
de6939302_t_ge_ffin_nfin.pdf,2019,Bavaria,NA,NA
de6939371_t_ge_ffin_nfin.pdf,2018,Bavaria,NA,NA
de6940371_t_2files_merged.pdf,2017,Bavaria,NA,NA
de6941301_t_ge_nfin_ffin.pdf,2003,Bavaria,NA,NA
de6941302_t_2files_merged.pdf,2019,Bavaria,NA,NA
de6944301_t_2files_merged.pdf,2008,Bavaria,NA,NA
de6944302_t_2files_merged.pdf,2016,Bavaria,NA,NA
de6946301_t_2files_merged.pdf,2008,Bavaria,NA,NA
de7028301_t_2files_merged.pdf,2017,Bavaria,NA,NA
de7029302_t_2files_merged.pdf,2011,Bavaria,NA,NA
de7029371_t_ge_nfin_ffin.pdf,2014,Bavaria,NA,NA
de7031371_t_2files_merged.pdf,2010,Bavaria,NA,NA
de7031373_t_2files_merged.pdf,2011,Bavaria,NA,NA
de7032301_t_2files_merged.pdf,2010,Bavaria,NA,NA
de7035371_t_2files_merged.pdf,2013,Bavaria,NA,NA
de7036371_t_2files_merged.pdf,2018,Bavaria,NA,NA
de7036372_t_ge_ffin_nfin.pdf,2002,Bavaria,NA,NA
de7037371_t_2files_merged.pdf,2008,Bavaria,NA,NA
de7037471_t_2files_merged.pdf,2018,Bavaria,NA,NA
de7038371_t_2files_merged.pdf,2019,Bavaria,NA,NA
de7040302_t_ge_ffin_nfin.pdf,2019,Bavaria,NA,NA
de7040371_t_ge_nfin_ffin.pdf,2006,Bavaria,NA,NA
de7040402_t_2files_merged.pdf,2019,Bavaria,NA,NA
de7042371_t_2files_merged.pdf,2016,Bavaria,NA,NA
de7043301_t_2files_merged.pdf,2008,Bavaria,NA,NA
de7043371_t_2files_merged.pdf,2013,Bavaria,NA,NA
de7043372_t_2files_merged.pdf,2014,Bavaria,NA,NA
de7045371_t_2files_merged.pdf,2016,Bavaria,NA,NA
de7128371_t_mt_nfin_ffin.pdf,2019,Bavaria,NA,NA
de7130301_t_2files_merged.pdf,2016,Bavaria,NA,NA
de7130302_t_2files_merged.pdf,2014,Bavaria,NA,NA
de7130371_t_2files_merged.pdf,2016,Bavaria,NA,NA
de7130372_t_2files_merged.pdf,2018,Bavaria,NA,NA
de7130471_t_ge_nfin_ffin.pdf,2014,Bavaria,NA,NA
de7131371_t_2files_merged.pdf,2009,Bavaria,NA,NA
de7131372_t_2files_merged.pdf,2009,Bavaria,NA,NA
de7132372_t_2files_merged.pdf,2012,Bavaria,NA,NA
de7132373_t_2files_merged.pdf,2016,Bavaria,NA,NA
de7134371_t_ge_nfin_ffin.pdf,2011,Bavaria,NA,NA
de7136301_t_2files_merged.pdf,2011,Bavaria,NA,NA
de7136302_t_2files_merged.pdf,2008,Bavaria,NA,NA
de7136303_t_ge_nfin_ffin.pdf,2002,Bavaria,NA,NA
de7136304_t_2files_merged.pdf,2016,Bavaria,NA,NA
de7136305_t_2files_merged.pdf,2013,Bavaria,NA,NA
de7137301_t_2files_merged.pdf,2011,Bavaria,NA,NA
de7138371_t_2files_merged.pdf,2008,Bavaria,NA,NA
de7138372_t_2files_merged.pdf,2014,Bavaria,NA,NA
de7144301_t_2files_merged.pdf,2009,Bavaria,NA,NA
de7144371_t_2files_merged.pdf,2011,Bavaria,NA,NA
de7144372_t_2files_merged.pdf,2011,Bavaria,NA,NA
de7145371_t_2files_merged.pdf,2010,Bavaria,NA,NA
de7148301_t_2files_merged.pdf,2018,Bavaria,NA,NA
de7148302_t_2files_merged.pdf,2019,Bavaria,NA,NA
de7148371_t_2files_merged.pdf,2015,Bavaria,NA,NA
de7229301_t_2files_merged.pdf,2010,Bavaria,NA,NA
de7229371_t_2files_merged.pdf,2016,Bavaria,NA,NA
de7229471_t_2files_merged.pdf,2016,Bavaria,NA,NA
de7230371_t_2files_merged.pdf,2011,Bavaria,NA,NA
de7231471_t_2files_merged.pdf,2015,Bavaria,NA,NA
de7232301_t_2files_merged.pdf,2015,Bavaria,NA,NA
de7233371_t_2files_merged.pdf,2010,Bavaria,NA,NA
de7233372_t_2files_merged.pdf,2015,Bavaria,NA,NA
de7233373_t_2files_merged.pdf,2011,Bavaria,NA,NA
de7234-371_t2files_merged.pdf,2018,Bavaria,NA,NA
de7236301_t_2files_merged.pdf,2007,Bavaria,NA,NA
de7236302_t_ge_ffin_nfin.pdf,2008,Bavaria,NA,NA
de7236303_t_2files_merged.pdf,2009,Bavaria,NA,NA
de7237371_t_2files_merged.pdf,2009,Bavaria,NA,NA
de7239371_t_2files_merged.pdf,2007,Bavaria,NA,NA
de7243301_t_2files_merged.pdf,2012,Bavaria,NA,NA
de7243401_t_2files_merged.pdf,2012,Bavaria,NA,NA
de7244301_t_2files_merged.pdf,2020,Bavaria,NA,NA
de7245302_t_2files_merged.pdf,2020,Bavaria,NA,NA
de7246372_t_2files_merged.pdf,2008,Bavaria,NA,NA
de7248301_t_2files_merged.pdf,2010,Bavaria,NA,NA
de7248302_t_ge_nfin_ffin.pdf,2005,Bavaria,NA,NA
de7248371_t_2files_merged.pdf,2016,Bavaria,NA,NA
de7328302_t_2files_merged.pdf,2011,Bavaria,NA,NA
de7328303_t_2files_merged.pdf,2009,Bavaria,NA,NA
de7328305_t_2files_merged.pdf,2014,Bavaria,NA,NA
de7329371_t_2files_merged.pdf,2014,Bavaria,NA,NA
de7329372_t_2files_merged.pdf,2011,Bavaria,NA,NA
de7330301_t_2files_merged.pdf,2017,Bavaria,NA,NA
de7330302_t_2files_merged.pdf,2012,Bavaria,NA,NA
de7330471_t_2files_merged.pdf,2017,Bavaria,NA,NA
de7331301_t_2files_merged.pdf,2017,Bavaria,NA,NA
de7332301_t_2files_merged.pdf,2014,Bavaria,NA,NA
de7335371_t_2files_merged.pdf,2016,Bavaria,NA,NA
de7340371_t_2files_merged.pdf,2008,Bavaria,NA,NA
de7341301_t_ge_nfin_ffin.pdf,2012,Bavaria,NA,NA
de7344301_t_2files_merged.pdf,2010,Bavaria,NA,NA
de7345301_t_2files_merged.pdf,2016,Bavaria,NA,NA
de7346371_t_2files_merged.pdf,2009,Bavaria,NA,NA
de7347371_t_2files_merged.pdf,2017,Bavaria,NA,NA
de7347372__t_ge_nfin_ffin.pdf,2009,Bavaria,NA,NA
de7348371_t_2files_merged.pdf,2018,Bavaria,NA,NA
de7428301_t_2files_merged.pdf,2018,Bavaria,NA,NA
de7428471_t_2files_merged.pdf,2017,Bavaria,NA,NA
de7429301_t_2files_merged.pdf,2017,Bavaria,NA,NA
de7430301_t_2files_merged.pdf,2008,Bavaria,NA,NA
de7431301_t_2files_merged.pdf,2016,Bavaria,NA,NA
de7433371_t_2files_merged.pdf,2016,Bavaria,NA,NA
de7438371_t_2files_merged.pdf,2017,Bavaria,NA,NA
de7438372_t_2files_merged.pdf,2017,Bavaria,NA,NA
de7439371_t_2files_merged.pdf,2010,Bavaria,NA,NA
de7440371_t_ge_nfin_ffin.pdf,2004,Bavaria,NA,NA
de7442301_t_2files_merged.pdf,2007,Bavaria,NA,NA
de7445301_t_2files_merged.pdf,2020,Bavaria,NA,NA
de7446371_t_2files_merged.pdf,2010,Bavaria,NA,NA
de7447371_t_2files_merged.pdf,2016,Bavaria,NA,NA
de7528-371_t2files_merged.pdf,2014,Bavaria,NA,NA
de7530301_t_2files_merged.pdf,2016,Bavaria,NA,NA
de7531371_t_2files_merged.pdf,2014,Bavaria,NA,NA
de7531372_t_2files_merged.pdf,2013,Bavaria,NA,NA
de7535371_t_2files_merged.pdf,2014,Bavaria,NA,NA
de7537301_t_2files_merged.pdf,2013,Bavaria,NA,NA
de7537401_t_2files_merged.pdf,2009,Bavaria,NA,NA
de7538371_t_2files_merged.pdf,2011,Bavaria,NA,NA
de7539371_t_2files_merged.pdf,2019,Bavaria,NA,NA
de7628301_t_2files_merged.pdf,2010,Bavaria,NA,NA
de7629371_t_ge_nfin_ffin.pdf,2016,Bavaria,NA,NA
de7629372_t_2files_merged.pdf,2010,Bavaria,NA,NA
de7631371_t_2files_merged.pdf,2018,Bavaria,NA,NA
de7634301_t_2files_merged.pdf,2017,Bavaria,NA,NA
de7635302_t_2files_merged.pdf,2007,Bavaria,NA,NA
de7637371_t_2files_merged.pdf,2018,Bavaria,NA,NA
de7638301_t_2files_merged.pdf,2007,Bavaria,NA,NA
de7643371_t_2files_merged.pdf,2011,Bavaria,NA,NA
de7726302_t_mt_nfin_ffin.pdf,2015,Bavaria,NA,NA
de7726371_t_2files_merged.pdf,2012,Bavaria,NA,NA
de7726372_t_2files_merged.pdf,2014,Bavaria,NA,NA
de7727301_t_2files_merged.pdf,2010,Bavaria,NA,NA
de7728301_t_2files_merged.pdf,2018,Bavaria,NA,NA
de7728302_t_ge_nfin_ffin.pdf,2004,Bavaria,NA,NA
de7728303_t_2files_merged.pdf,2010,Bavaria,NA,NA
de7732301_t_ge_ffin_nfin.pdf,2011,Bavaria,NA,NA
de7734301_t_2files_merged.pdf,2018,Bavaria,NA,NA
de7734302_t_2files_merged.pdf,2019,Bavaria,NA,NA
de7735371_t_2files_merged.pdf,2017,Bavaria,NA,NA
de7736371_t_2files_merged.pdf,2020,Bavaria,NA,NA
de7736372_t_2files_merged.pdf,2019,Bavaria,NA,NA
de7739371_t_2files_merged.pdf,2018,Bavaria,NA,NA
