word,translation,category,subcategory,soil.term,regex,definition.according.to.search.engine,reference,review,reviewer
bodenbrut,soil-breeding,biodiversity,aboveground,yes,[a-z]*bodenbrut[a-z]*,,,,OF
bodenfeinde,soil predator,biodiversity,aboveground,yes,[a-z]*bodenfeinde[a-z]*,"Dabei unterscheidet man grundsätzlich zwischen Luftfeinden und Bodenfeinden. Wie der Name schon verrät, schlagen diese entweder aus der Luft oder vom Boden aus zu.",zwerghuhn.info/feinde/,why aboveground?,MJ
bodenflechte,soil lichen,biodiversity,aboveground,yes,[a-z]*bodenflechte[a-z]*,,,,MJ
bodengelege,soil-seated,biodiversity,aboveground,yes,[a-z]*bodengelege[a-z]*,,,,MJ
bodenmoos,soil moss,biodiversity,aboveground,yes,[a-z]*bodenmoos[a-z]*,,,,LS
bodenveg,ground vegetation,biodiversity,aboveground,yes,[a-z]*bodenveg[a-z]*,,,,
bodenvegetation,ground vegetation,biodiversity,aboveground,yes,[a-z]*bodenvegetation[a-z]*,,,,
gliederfuszer,arthropod,biodiversity,aboveground,no,[a-z]*gliederfuszer[a-z]*,,,,
insekten,insects,biodiversity,aboveground,no,[a-z]*insekten[a-z]*,,,,
kafer,beetle,biodiversity,aboveground,no,[a-z]*kafer[a-z]*,,,,
mollusken,molluscs,biodiversity,aboveground,no,[a-z]*mollusken[a-z]*,,,,
oberirdisch,aboveground,biodiversity,aboveground,no,[a-z]*oberirdisch[a-z]*,,,,
pflanzen,plants,biodiversity,aboveground,no,[a-z]*pflanzen[a-z]*,,,,
saugetier,mammals,biodiversity,aboveground,no,[a-z]*saugetier[a-z]*,,,,
spinnen,spiders,biodiversity,aboveground,no,[a-z]*spinnen[a-z]*,,,,
vogel,birds,biodiversity,aboveground,no,[a-z]*vogel[a-z]*,,,,
wanze,bug,biodiversity,aboveground,no,[a-z]*wanze[a-z]*,,,,
ansauern,acidification,threat,acidification,no,[a-z]*ansauern[a-z]*,,,,SC
ansaurung,acidification,threat,acidification,no,[a-z]*ansaurung[a-z]*,,,,SC
bodenaziditat,soil acidity,threat,acidification,yes,[a-z]*bodenaziditat[a-z]*,,,,OF
bodenversauer,soil acidification,threat,acidification,yes,[a-z]*bodenversauer[a-z]*,,,,
entbasung,acidification,threat,acidification,no,[a-z]*entbasung[a-z]*,,,,
phveranderung,pH change,threat,acidification,no,[a-z]*phveranderung[a-z]*,,,,
saurung,acidification,threat,acidification,no,[a-z]*saurung[a-z]*,,,,
versaurung,acidification,threat,acidification,no,[a-z]*versaurung[a-z]*,,,,
acker,field,function,agriculture,no,[a-z]*acker[a-z]*,,,,SC
ackerboden,arable soil,function,agriculture,yes,[a-z]*ackerboden[a-z]*,,,,SC
ackerzahl,soil quality,function,agriculture,no,[a-z]*ackerzahl[a-z]*,,,,SC
agrarboden,arable soil,function,agriculture,yes,[a-z]*agrarboden[a-z]*,,,,SC
agrar,agriculture,function,agriculture,no,[a-z]*agrar[a-z]*,,,,
anzucht,cultivation,function,agriculture,no,[a-z]*anzucht[a-z]*,,,,SC
anzuchtboden,cultivation soil,function,agriculture,yes,[a-z]*anzuchtboden[a-z]*,,,,SC
bodenacker,arable soil,function,agriculture,yes,[a-z]*bodenacker[a-z]*,,,,SC
bodenertrag,soil yield,function,agriculture,yes,[a-z]*bodenertrag[a-z]*,,,,MJ
bodenfruchtbar,soil fertility,function,agriculture,yes,[a-z]*bodenfruchtbar[a-z]*,,,,MJ
bodenheu,ground hay,function,agriculture,yes,[a-z]*bodenheu[a-z]*,,,alternately: protection: managing,LS
bodennutzpflanze,soil crop,function,agriculture,yes,[a-z]*bodennutzpflanze[a-z]*,,,,MS
bodenproduktiv,soil productivity,function,agriculture,yes,[a-z]*bodenproduktiv[a-z]*,,,,MS
bodenreinertragslehre,forest management,function,agriculture,yes,[a-z]*bodenreinertragslehre[a-z]*,,,alternative translation theory of net soil yield,MS
bodenrichtwert,standard land value,function,agriculture,yes,[a-z]*bodenrichtwert[a-z]*,,,alternative as property.market,MS
bodensamen,soil seed,function,agriculture,yes,[a-z]*bodensamen[a-z]*,,,,MS
bodenwert,soil value,function,agriculture,yes,[a-z]*bodenwert[a-z]*,,,,
bodenzahl,soil quality,function,agriculture,yes,[a-z]*bodenzahl[a-z]*,,,,
frucht,fruit/ crop,function,agriculture,no,[a-z]*frucht[a-z]*,,,,
fruchtbar,fertile,function,agriculture,no,[a-z]*fruchtbar[a-z]*,,,,
keimboden,germinative soil,function,agriculture,yes,[a-z]*keimboden[a-z]*,,,,
kulturboden,cultivation soil,function,agriculture,yes,[a-z]*kulturboden[a-z]*,,,,
landwirtschaft,agriculture,function,agriculture,no,[a-z]*landwirtschaft[a-z]*,,,,
nutzpflanze,crop,function,agriculture,no,[a-z]*nutzpflanze[a-z]*,,,,
qualitat,quality,function,agriculture,no,[a-z]*qualitat[a-z]*,,,,
saat,crop,function,agriculture,no,[a-z]*saat[a-z]*,,,,
saatflache,crop area,function,agriculture,no,[a-z]*saatflache[a-z]*,,,,
bodenaggregat,soil aggregate,soil,amount,yes,[a-z]*bodenaggregat[a-z]*,,,,SC
bodenanteil,soil portion,soil,amount,yes,[a-z]*bodenanteil[a-z]*,,,,OF
bodenextrakt,soil extract,soil,amount,yes,[a-z]*bodenextrakt[a-z]*,,,,MJ
bodenmasse,soil mass,soil,amount,yes,[a-z]*bodenmasse[a-z]*,,,,LS
bodenmateri,soil material,soil,amount,yes,[a-z]*bodenmateri[a-z]*,,,,LS
bodenmenge,soil quantities,soil,amount,yes,[a-z]*bodenmenge[a-z]*,,,,LS
bodenpartikel,soil particle,soil,amount,yes,[a-z]*bodenpartikel[a-z]*,,,,MS
bodenumfang,soil extent,soil,amount,yes,[a-z]*bodenumfang[a-z]*,,,,
bodenvolumen,soil volume,soil,amount,yes,[a-z]*bodenvolumen[a-z]*,,,,
material,material,soil,amount,no,[a-z]*material[a-z]*,,,,
ameise,ant,biodiversity,belowground,no,[a-z]*ameise[a-z]*,,,,
arthropod,arthropod,biodiversity,belowground,no,[a-z]*arthropod[a-z]*,,,,SC
bakterien,bacteria,biodiversity,belowground,no,[a-z]*bakterien[a-z]*,,,,SC
bodenameise,soil ant,biodiversity,belowground,yes,[a-z]*bodenameise[a-z]*,species group,,,SC
bodenarthropod,soil arthropod,biodiversity,belowground,yes,[a-z]*bodenarthropod[a-z]*,,,,OF
bodenbesied,soil-living,biodiversity,belowground,yes,[a-z]*bodenbesied[a-z]*,,,,OF
bodenbewohn,soil-living,biodiversity,belowground,yes,[a-z]*bodenbewohn[a-z]*,,,,OF
bodenfauna,soil fauna,biodiversity,belowground,yes,[a-z]*bodenfauna[a-z]*,,,,MJ
bodenflora,soil flora,biodiversity,belowground,yes,[a-z]*bodenflora[a-z]*,,,,MJ
bodenfloren,soil flora,biodiversity,belowground,yes,[a-z]*bodenfloren[a-z]*,,,,MJ
bodengenetisch,soil-genetic,biodiversity,belowground,yes,[a-z]*bodengenetisch[a-z]*,,,,MJ
bodengliederfuszer,soil arthropod,biodiversity,belowground,yes,[a-z]*bodengliederfuszer[a-z]*,,,,LS
bodeninsekt,soil insect,biodiversity,belowground,yes,[a-z]*bodeninsekt[a-z]*,,,,LS
bodenkafer,soil beetle,biodiversity,belowground,yes,[a-z]*bodenkafer[a-z]*,"Als Bodenkäfer oder Bodenkäfer-Gesellschaft werden Käferarten aus verschiedenen Käferfamilien zusammengefasst, welche dauerhaft im Oberboden leben.",https://de.wikipedia.org/wiki/Bodenkäfer,,LS
bodenlebend,soil-dwelling,biodiversity,belowground,yes,[a-z]*bodenlebend[a-z]*,,,,LS
bodenlebewe,soil-dwelling organism,biodiversity,belowground,yes,[a-z]*bodenlebewe[a-z]*,,,,LS
bodenmegafauna,soil megafauna,biodiversity,belowground,yes,[a-z]*bodenmegafauna[a-z]*,,,might also be aboveground but not sure,LS
bodenmikrofauna,soil microfauna,biodiversity,belowground,yes,[a-z]*bodenmikrofauna[a-z]*,,,,LS
bodenorganism,soil organisms,biodiversity,belowground,yes,[a-z]*bodenorganism[a-z]*,,,,MS
bodenpradat,soil predator,biodiversity,belowground,yes,[a-z]*bodenpradat[a-z]*,,,,MS
bodenspinne,soil spider,biodiversity,belowground,yes,[a-z]*bodenspinne[a-z]*,,,,MS
bodentier,soil animals,biodiversity,belowground,yes,[a-z]*bodentier[a-z]*,,,,
bodenvielfalt,soil diversity,biodiversity,belowground,yes,[a-z]*bodenvielfalt[a-z]*,,,,
bodenwanze,soil bug,biodiversity,belowground,yes,[a-z]*bodenwanze[a-z]*,,,,
fauna,fauna,biodiversity,belowground,no,[a-z]*fauna[a-z]*,,,,
flora,flora,biodiversity,belowground,no,[a-z]*flora[a-z]*,,,,
genetisch,genetic,biodiversity,belowground,no,[a-z]*genetisch[a-z]*,,,,
makroarthropod,macro-arthropod,biodiversity,belowground,no,[a-z]*makroarthropod[a-z]*,,,,
makrofauna,macrofauna,biodiversity,belowground,no,[a-z]*makrofauna[a-z]*,,,,
megafauna,megafauna,biodiversity,belowground,no,[a-z]*megafauna[a-z]*,,,,
mesofauna,mesofauna,biodiversity,belowground,no,[a-z]*mesofauna[a-z]*,,,,
mikrofauna,microfauna,biodiversity,belowground,no,[a-z]*mikrofauna[a-z]*,,,,
mikroflora,microflora,biodiversity,belowground,no,[a-z]*mikroflora[a-z]*,,,,
nematode,nematode,biodiversity,belowground,no,[a-z]*nematode[a-z]*,,,,
pilze,fungi,biodiversity,belowground,no,[a-z]*pilze[a-z]*,,,,
protisten,protists,biodiversity,belowground,no,[a-z]*protisten[a-z]*,,,,
regenwurm,earthworm,biodiversity,belowground,no,[a-z]*regenwurm[a-z]*,,,,
unterirdisch,belowground,biodiversity,belowground,no,[a-z]*unterirdisch[a-z]*,,,,
alt,ancient,protection,characteristic,no,alt[a-z]*,,,,SC
bodenalter,soil age,protection,characteristic,yes,[a-z]*bodenalter[a-z]*,,,,SC
bodendenk,soil monument,protection,characteristic,yes,[a-z]*bodendenk[a-z]*,,,,MJ
bodendifferenzierung,soil differentiation,protection,characteristic,yes,[a-z]*bodendifferenzierung[a-z]*,,,,MJ
bodenheterogenitat,soil heterogeneity,protection,characteristic,yes,[a-z]*bodenheterogenitat[a-z]*,,,,LS
bodenmerkmal,soil characteristic,protection,characteristic,yes,[a-z]*bodenmerkmal[a-z]*,,,,LS
bodenschatz,soil resource,protection,characteristic,yes,[a-z]*bodenschatz[a-z]*,,,,MS
bodensensib,soil sensitivity,protection,characteristic,yes,[a-z]*bodensensib[a-z]*,,,,MS
bodensituation,soil situation,protection,characteristic,yes,[a-z]*bodensituation[a-z]*,,,,MS
bodensspektrum,soil spectrum,protection,characteristic,yes,[a-z]*bodensspektrum[a-z]*,,,,MS
bodenunterschied,soil difference,protection,characteristic,yes,[a-z]*bodenunterschied[a-z]*,,,,
naturlich,natural,protection,characteristic,no,[a-z]*naturlich[a-z]*,,,,
selten,rare,protection,characteristic,no,[a-z]*selten[a-z]*,,,,
wertvoll,valuable,protection,characteristic,no,[a-z]*wertvoll[a-z]*,,,,
alkali,alkali,feature,chem.property,no,[a-z]*alkali[a-z]*,,,,
alkohol,ethanol,feature,chem.property,no,[a-z]*alkohol[a-z]*,,,,
aziditat,acidity,feature,chem.property,no,[a-z]*aziditat[a-z]*,,,,SC
base,base (chem.),feature,chem.property,no,[a-z]*base[a-z]*,,,,SC
bodenanreicherung,soil accumulation or enrichment,feature,chem.property,yes,[a-z]*bodenanreicherung[a-z]*,,,translation better soil enrichment,OF
bodenaustausch,soil exchange,feature,chem.property,yes,[a-z]*bodenaustausch[a-z]*,,,,OF
bodenbedingung,soil conditions,feature,chem.property,yes,[a-z]*bodenbedingung[a-z]*,,,,OF
bodenchemi,soil-chemical,feature,chem.property,yes,[a-z]*bodenchemi[a-z]*,,,,OF
bodenelektrolythaushalt,soil electrolyte metabolism,feature,chem.property,yes,[a-z]*bodenelektrolythaushalt[a-z]*,,,,MJ
bodenempfindlichkeit,soil sensibility,feature,chem.property,yes,[a-z]*bodenempfindlichkeit[a-z]*,,,,MJ
bodenhilfsstoff,soil auxiliary substances,feature,chem.property,yes,[a-z]*bodenhilfsstoff[a-z]*,,,,LS
bodenkonzentration,soil concentration,feature,chem.property,yes,[a-z]*bodenkonzentration[a-z]*,,,,LS
bodenlosung,soil solution,feature,chem.property,yes,[a-z]*bodenlosung[a-z]*,,,,LS
bodenlsg,soil solution,feature,chem.property,yes,[a-z]*bodenlsg[a-z]*,,,,LS
bodenluft,soil air,feature,chem.property,yes,[a-z]*bodenluft[a-z]*,,,,LS
bodenmatrix,soil matrix,feature,chem.property,yes,[a-z]*bodenmatrix[a-z]*,,,,LS
bodenph,soil pH,feature,chem.property,yes,[a-z]*bodenph,,,,MS
bodenphwert,soil pH value,feature,chem.property,yes,[a-z]*bodenphwert*,,,,MS
bodenreaktion,soil reaction,feature,chem.property,yes,[a-z]*bodenreaktion[a-z]*,,,,MS
bodenressource,soil resources,feature,chem.property,yes,[a-z]*bodenressource[a-z]*,,,,MS
bodensalz,soil salinity ,feature,chem.property,yes,[a-z]*bodensalz[a-z]*,,,,MS
bodensattigung,soil saturation,feature,chem.property,yes,[a-z]*bodensattigung[a-z]*,,,,MS
bodensauer,soil-acid,feature,chem.property,yes,[a-z]*bodensauer[a-z]*,,,,MS
bodensaure,soil-acid,feature,chem.property,yes,[a-z]*bodensaure[a-z]*,,,,MS
bodenverfugbar,soil-available,feature,chem.property,yes,[a-z]*bodenverfugbar[a-z]*,,,,
bodenzusammensetzung,soil composition,feature,chem.property,yes,[a-z]*bodenzusammensetzung[a-z]*,,,,
karbonat,carbonate,feature,chem.property,no,[a-z]*karbonat[a-z]*,,,,
nahrstoff,nutrients,feature,chem.property,no,[a-z]*nahrstoff[a-z]*,,,,
sauer,acid,feature,chem.property,no,[a-z]*sauer[a-z]*,,,,
aboden,soil type,soil,classification,yes,aboden[a-z]*,,,,SC
acboden,soil type,soil,classification,yes,acboden[a-z]*,,,,SC
ahcboden,soil type,soil,classification,yes,ahcboden[a-z]*,,,,SC
ahorizont,soil type,soil,classification,no,ahorizont[a-z]*,,,,SC
ahornboden,soil type,soil,classification,yes,ahornboden[a-z]*,Der Große und der Kleine Ahornboden sind zwei landschaftlich beeindruckende Almböden mit alten Berg-Ahornbeständen im nördlichen Karwendel.,https://de.wikipedia.org/wiki/Ahornboden,,SC
alluvialboden,soil type,soil,classification,yes,[a-z]*alluvialboden[a-z]*,,,,SC
almboden,soil type,soil,classification,yes,almboden[a-z]*,,,,SC
alpboden,soil type,soil,classification,yes,alpboden[a-z]*,,,,SC
auenboden,soil of floodplain,soil,classification,yes,[a-z]*au[a-z]*boden[a-z]*,"Aue, Auen, Au = floodplain",,,SC
auenlehm,floodplain clay,soil,classification,no,[a-z]*auenlehm[a-z]*,,,,SC
auftauboden,active layer,soil,classification,yes,[a-z]*auftauboden[a-z]*,,,unknown,SC
basaltboden,basalt soil,soil,classification,yes,[a-z]*basaltboden[a-z]*,,,,SC
bestandesboden,inventory soil,soil,classification,yes,[a-z]*bestandesboden[a-z]*,,,,SC
bodenabschnitt,soil section,soil,classification,yes,[a-z]*bodenabschnitt[a-z]*,,,,SC
bodenart,soil type,soil,classification,yes,[a-z]*bodenart[a-z]*,,,,OF
bodenesch,name of soil type,soil,classification,yes,[a-z]*bodenesch[a-z]*,"Der Plaggenesch (auch Plaggenboden oder Eschboden) ist ein fast ausschließlich auf den Raum Nordwestdeutschland beschränkter Bodentyp, der durch eine über Jahrhunderte durchgeführte Plaggendüngung entstand.",https://de.wikipedia.org/wiki/Plaggenesch,,MJ
bodenform,soil form ,soil,classification,yes,[a-z]*bodenform[a-z]*,,,,MJ
bodengesellschaft,soil association,soil,classification,yes,[a-z]*bodengesellschaft[a-z]*,,,,MJ
bodenkennwert,soil classification number,soil,classification,yes,[a-z]*bodenkennwert[a-z]*,,,,LS
bodenkennzahl,soil classification number,soil,classification,yes,[a-z]*bodenkennzahl[a-z]*,,,,LS
bodenklasse,soil class,soil,classification,yes,[a-z]*bodenklasse[a-z]*,,,,LS
bodenkrum,topsoil,soil,classification,yes,[a-z]*bodenkrum[a-z]*,,,,LS
bodenlandschaften,soil landscapes,soil,classification,yes,[a-z]*bodenlandschaften[a-z]*,,https://lgrbwissen.lgrb-bw.de/glossar#Bodenlandschaft,,LS
bodenmorphologi,soil morphology,soil,classification,yes,[a-z]*bodenmorphologi[a-z]*,Soil morphology is the study of the formation and description of soil types within various soil horizons.,https://en.wikipedia.org/wiki/Soil_morphology,,LS
bodenprofil,soil profile,soil,classification,yes,[a-z]*bodenprofil[a-z]*,,,,MS
bodenstufe,soil level,soil,classification,yes,[a-z]*bodenstufe[a-z]*,Boden- und Felsklasse Böden werden im Baugewerbe nach der Lösbarkeit und den erdbautechnischen Eigenschaften in insgesamt sieben Boden- und Felsklassen (vereinfachend oft Bodenklassen genannt) unterteilt.,https://de.wikipedia.org/wiki/Boden-_und_Felsklasse,,MS
bodensubtyp,soil sub type,soil,classification,yes,[a-z]*bodensubtyp[a-z]*,,,,
bodentorf,soil peat,soil,classification,yes,[a-z]*bodentorf[a-z]*,,,,
bodentyp,soil type,soil,classification,yes,[a-z]*bodentyp[a-z]*,,,,
bodenvergesellschaft,soil paragenesis,soil,classification,yes,[a-z]*bodenvergesellschaft[a-z]*,,,,
bodenzone,soil zone,soil,classification,yes,[a-z]*bodenzone[a-z]*,,,,
braunerde,a soil type,soil,classification,no,[a-z]*braunerde[a-z]*,,,,
cboden,a soil type,soil,classification,yes,cboden[a-z]*,,,,
dauerfrostboden,permafrost soil,soil,classification,yes,[a-z]*dauerfrostboden[a-z]*,,,,
diluvialboden,a soil type,soil,classification,yes,[a-z]*diluvialboden[a-z]*,,,,
dolomitboden,a soil type,soil,classification,yes,[a-z]*dolomitboden[a-z]*,,,,
fahlerde,a soil type,soil,classification,no,[a-z]*fahlerde[a-z]*,,,,
feinboden,a soil type,soil,classification,yes,[a-z]*feinboden[a-z]*,,,,
felshumusboden,a soil type,soil,classification,yes,[a-z]*felshumusboden[a-z]*,,,,
firnboden,a soil type,soil,classification,yes,[a-z]*firnboden[a-z]*,,,,
frostboden,frozen soil,soil,classification,yes,[a-z]*frostboden[a-z]*,,,,
geholzboden,forest soil,soil,classification,yes,[a-z]*geholzboden[a-z]*,,,,
geroll,pebbles,soil,classification,no,[a-z]*geroll[a-z]*,,,,
gerollboden,pebble soil,soil,classification,yes,[a-z]*gerollboden[a-z]*,,,,
gesellschaft,association,soil,classification,no,[a-z]*gesellschaft[a-z]*,,,,
gesteinsboden,rock earth,soil,classification,yes,[a-z]*gesteinsboden[a-z]*,,,,
gley,a soil type,soil,classification,no,[a-z]*gley[a-z]*,,,,
gleyboden,a soil type,soil,classification,yes,[a-z]*gleyboden[a-z]*,,,,
hauptboden,main soil (types),soil,classification,yes,[a-z]*hauptboden[a-z]*,"i.e. sand, silt and clay",,,
hauptbodenart,main soil type,soil,classification,yes,[a-z]*hauptbodenart[a-z]*,,,,
hauptbodenform,main soil form,soil,classification,yes,[a-z]*hauptbodenform[a-z]*,,,,
hortisol,a soil type,soil,classification,no,[a-z]*hortisol[a-z]*,,,,
humusboden,a soil type,soil,classification,yes,[a-z]*humusboden[a-z]*,,,,
juraboden,a soil type,soil,classification,yes,[a-z]*juraboden[a-z]*,,,,
kalk,lime,soil,classification,no,[a-z]*kalk[a-z]*,,,,
kalkboden,a soil type,soil,classification,yes,[a-z]*kalkboden[a-z]*,,,,
karbonatboden,a soil type,soil,classification,yes,[a-z]*karbonatboden[a-z]*,,,,
kolluviboden,a soil type,soil,classification,yes,[a-z]*kolluvi[a-z]*boden[a-z]*,,,,
kolluvisol,a soil type,soil,classification,no,[a-z]*kolluvisol[a-z]*,,,,
lehm,clay,soil,classification,no,[a-z]*lehm[a-z]*,,,,
lehmboden,a soil type,soil,classification,yes,[a-z]*lehmboden[a-z]*,,,,
leitboden,indicator soil,soil,classification,yes,[a-z]*leitboden[a-z]*,vorherrschender Boden einer Bodeneinheit.,https://lgrbwissen.lgrb-bw.de/glossar/leitboden,,
lockerboden,a soil type,soil,classification,yes,[a-z]*lockerboden[a-z]*,regolith,,,
lossboden,a soil type,soil,classification,yes,[a-z]*lossboden[a-z]*,,,,
loszboden,a soil type,soil,classification,yes,[a-z]*loszboden[a-z]*,,,,
marschboden,a soil type,soil,classification,yes,[a-z]*marschboden[a-z]*,,,,
mineralboden,mineral soil,soil,classification,yes,[a-z]*mineralboden[a-z]*,,,,
mischboden,mixed soil,soil,classification,yes,[a-z]*mischboden[a-z]*,,,,
moorboden,a soil type,soil,classification,yes,[a-z]*moorboden[a-z]*,,,,
mullboden,a soil type,soil,classification,yes,[a-z]*mullboden[a-z]*,"Der Mull, altertümlich Molte, ist die günstigste Humusform und Kennzeichen nährstoffreicher, biotisch aktiver Böden.",https://de.wikipedia.org/wiki/Mull_(Humusform),,
mullerdeboden,a soil type,soil,classification,yes,[a-z]*mullerdeboden[a-z]*,,,,
mutterboden,native soil,soil,classification,yes,[a-z]*mutterboden[a-z]*,,,,
nassboden,wet soil,soil,classification,yes,[a-z]*nassboden[a-z]*,,,,
naszboden,wet soil,soil,classification,yes,[a-z]*naszboden[a-z]*,,,,
oberboden,topsoil,soil,classification,yes,[a-z]*oberboden[a-z]*,,,,
oberflachenboden,topsoil,soil,classification,yes,[a-z]*oberflachenboden[a-z]*,,,,
pelosol,a soil type,soil,classification,no,[a-z]*pelosol[a-z]*,,,,
pelosolboden,a soil type,soil,classification,yes,[a-z]*pelosolboden[a-z]*,,,,
plaggenesch,a soil type,soil,classification,no,[a-z]*plaggenesch[a-z]*,"Der Plaggenesch ist ein fast ausschließlich auf den Raum Nordwestdeutschland beschränkter Bodentyp, der durch eine über Jahrhunderte durchgeführte Plaggendüngung entstand.",https://de.wikipedia.org/wiki/Plaggenesch,,
podsol,a soil type,soil,classification,no,[a-z]*podsol[a-z]*,,,,
podsolboden,a soil type,soil,classification,yes,[a-z]*podsolboden[a-z]*,,,,
polygonboden,a soil type,soil,classification,yes,[a-z]*polygonboden[a-z]*,,,,
pseudogley,a soil type,soil,classification,no,[a-z]*pseudogley[a-z]*,,,,
ranker,slope soil,soil,classification,no,[a-z]*ranker[a-z]*,,,,
reduktosol,a soil type,soil,classification,no,[a-z]*reduktosol[a-z]*,,,,
regosol,a soil type,soil,classification,no,[a-z]*regosol[a-z]*,,,,
rendzina,a soil type,soil,classification,no,[a-z]*rendzina[a-z]*,,,,
rigosol,a soil type,soil,classification,no,[a-z]*rigosol[a-z]*,,,,
rohmarsch,a soil type,soil,classification,no,[a-z]*rohmarsch[a-z]*,,,,
rotboden,a soil type,soil,classification,yes,[a-z]*rotboden[a-z]*,,,,
salzboden,a soil type,soil,classification,yes,[a-z]*salzboden[a-z]*,,,,
sandboden,a soil type,soil,classification,yes,[a-z]*sandboden[a-z]*,,,,
schichtboden,a soil type,soil,classification,yes,[a-z]*schichtboden[a-z]*,,,,
schluff,silt,soil,classification,no,[a-z]*schluff[a-z]*,,,,
schluffboden,a soil type,soil,classification,yes,[a-z]*schluffboden[a-z]*,,,,
schnecken,a soil type,soil,classification,no,[a-z]*schnecken[a-z]*,,,,
schuttboden,a soil type,soil,classification,yes,[a-z]*schuttboden[a-z]*,,,,
schwarzerdeboden,a soil type,soil,classification,yes,[a-z]*schwarzerdeboden[a-z]*,,,,
silikatboden,a soil type,soil,classification,yes,[a-z]*silikatboden[a-z]*,,,,
skelettboden,a soil type,soil,classification,yes,[a-z]*skelettboden[a-z]*,"Als Skelettboden (Abkürzung: Sk) bezeichnet man Böden, die zu mehr als 75 % aus Komponenten einer Korngröße von größer als 2 mm bestehen.",https://de.wikipedia.org/wiki/Skelettboden,,
stagnogley,a soil type,soil,classification,no,[a-z]*stagnogley[a-z]*,,,,
syrosem,a soil type,soil,classification,no,[a-z]*syrosem[a-z]*,,,,
terra,a soil type,soil,classification,no,[a-z]*terra[a-z]*,,,,
ton,clay,soil,classification,no,[a-z]*ton[a-z]*,,,,
tonboden,a soil type,soil,classification,yes,[a-z]*tonboden[a-z]*,,,,
torf,peat,soil,classification,no,[a-z]*torf[a-z]*,,,,
torfboden,peat soil,soil,classification,yes,[a-z]*torfboden[a-z]*,,,,
tschernosem,a soil type,soil,classification,no,[a-z]*tschernosem[a-z]*,,,,
uberschwemmungsboden,flooding soil,soil,classification,yes,[a-z]*uberschwemmungsboden[a-z]*,,,,
unterboden,subsoil,soil,classification,yes,[a-z]*unterboden[a-z]*,,,,
vega,a soil type,soil,classification,no,[a-z]*vega[a-z]*,,,,
vegaboden,a soil type,soil,classification,yes,[a-z]*vegaboden[a-z]*,,,,
waldboden,forest soil,soil,classification,yes,[a-z]*waldboden[a-z]*,,,,
abiotisch,abiotic,driver,climate,no,[a-z]*abiotisch[a-z]*,,,,SC
austrocknen,drying-out,driver,climate,no,[a-z]*austrocknen[a-z]*,,,alternatively as threat,SC
bodenerwarmung,soil warming,driver,climate,yes,[a-z]*bodenerwarmung[a-z]*,,,,MJ
bodenfeuer,ground fire,driver,climate,yes,[a-z]*bodenfeuer[a-z]*,,,,MJ
bodeninversion,soil inversion,driver,climate,yes,[a-z]*bodeninversion[a-z]*,"Bodeninversion Das bedeutet, dass in Bodennähe kältere Luft liegt als in den darüberliegenden Schichten. So findet kein Austausch zwischen den Luftschichten statt.",https://www.wetter.net/wetterlexikon/eintrag/bodeninversion,not soil but climate/weather patterns,LS
bodenkriechen,soil flow,driver,climate,yes,[a-z]*bodenkriechen[a-z]*,"Bodenkriechen bei Frostwechsel (Regelationsfließen, abgeleitet von Regelation) entsteht durch das Gefrieren von Bodenwasser und die dadurch verursachte Volumenvergrößerung (Eis hat ein größeres Volumen als Wasser).",https://de.wikipedia.org/wiki/Bodenkriechen,,LS
bodennebel,soil fog,driver,climate,yes,[a-z]*bodennebel[a-z]*,"Der Bodennebel ist eine Art von Strahlungsnebel und zählt zum Typ des Abkühlungsnebels, also zu Nebeln, die durch Abkühlung entstehen.
",https://www.wetter.de/cms/wetterlexikon-bodennebel-2399597.html,suggest to remove,LS
brand,fire,driver,climate,no,[a-z]*brand[a-z]*,,,,
brann,burning,driver,climate,no,[a-z]*brann[a-z]*,,,,
brenn,burning,driver,climate,no,[a-z]*brenn[a-z]*,,,,
durre,drought,driver,climate,no,[a-z]*durre[a-z]*,,,,
erwarmung,warming,driver,climate,no,[a-z]*erwarmung[a-z]*,,,,
evaporation,evaporation,driver,climate,no,[a-z]*evaporation[a-z]*,,,,
feuer,fire,driver,climate,no,[a-z]*feuer[a-z]*,,,,
inversion,inversion,driver,climate,no,[a-z]*inversion[a-z]*,"Bodeninversion Das bedeutet, dass in Bodennähe kältere Luft liegt als in den darüberliegenden Schichten. So findet kein Austausch zwischen den Luftschichten statt.",https://www.wetter.net/wetterlexikon/eintrag/bodeninversion,,
klima,climate,driver,climate,no,[a-z]*klima[a-z]*,,,,
klimakrise,climate crisis,driver,climate,no,[a-z]*klimakrise[a-z]*,,,,
klimawandel,climate change,driver,climate,no,[a-z]*klimawandel[a-z]*,,,,
niederschlag,precipitation,driver,climate,no,[a-z]*niederschlag[a-z]*,,,,
temperatur,temperature,driver,climate,no,[a-z]*temperatur[a-z]*,,,,
trockenheit,drought,driver,climate,no,[a-z]*trockenheit[a-z]*,,,,
verdunstung,evaporation,driver,climate,no,[a-z]*verdunstung[a-z]*,,,,
waldbrand,forest fire,driver,climate,no,[a-z]*waldbrand[a-z]*,,,,
warm,warm,driver,climate,no,[a-z]*warm[a-z]*,,,,
wasserdargebot,water availablility,driver,climate,no,[a-z]*wasserdargebot[a-z]*,,,,
wasserverfugbarkeit,water availablility,driver,climate,no,[a-z]*wasserverfugbarkeit[a-z]*,,,,
